Date,SP500,Dow_Jones,NASDAQ,SP500_Normalized,Dow_Jones_Normalized,NASDAQ_Normalized
2025-03-12,5254.075340319066,46331.10067322263,20004.1689245842,89.33025947431351,108.90104618964133,103.5906295111914
2025-03-13,5285.184374074247,45977.06445954427,19627.747122653316,89.85917805224481,108.06888564308916,101.64134726053835
2025-03-14,5409.759068678895,46461.166167458825,19585.29562800825,91.97720816642487,109.20676455569951,101.4215142312057
2025-03-15,5409.556794613686,46033.247264675316,19635.538205436493,91.97376908465317,108.20094307681588,101.68169300912335
2025-03-16,5539.222003802861,45983.67694709094,19825.21552156804,94.17834858368957,108.08442826567497,102.6639278950682
2025-03-17,5324.321368930831,46276.12611296341,20087.088137653067,90.52458874378074,108.77182873011517,104.02002267982337
2025-03-18,5392.624625623638,46770.774509377734,19688.488846111017,91.68588683109338,109.93449758716397,101.95589536270144
2025-03-19,5402.362120392992,46111.14023054468,19152.685226344056,91.85144458922089,108.38403014685586,99.18126201125928
2025-03-20,5380.833111695051,45939.88277189602,19600.823256269316,91.48540645526923,107.98149025154538,101.50192330955552
2025-03-21,5390.929769621955,45691.83755371403,19725.90889343091,91.65707073756687,107.3984610687751,102.1496732833349
2025-03-22,5232.902568043309,45347.32334701394,19468.036866882947,88.97027810391522,106.5886819572998,100.81429535965616
2025-03-23,5218.276195537453,46321.63103547864,20019.385990850697,88.72159920867944,108.87878784821685,103.66943035914477
2025-03-24,5248.838014100926,46560.64048548429,20069.076978005705,89.24121398491448,109.44057849805282,103.92675275328303
2025-03-25,5367.820829750766,45870.11790372941,20503.11791620151,91.26417047231408,107.81750823902615,106.17441293805956
2025-03-26,5328.77501506931,46389.10816786953,20536.23727231373,90.60031003428148,109.03739254796427,106.34591993550615
2025-03-27,5266.815194912736,47584.36410078789,21306.21191741114,89.54686362305578,111.8468363053498,110.33319671236204
2025-03-28,5229.8086781906095,48188.1898445719,21987.928353752977,88.91767551156073,113.26612603209529,113.8634325874445
2025-03-29,5304.23425161759,47324.058041162876,21898.187819625084,90.18306577628294,111.23498806926739,113.39871553481282
2025-03-30,5333.042962185112,47063.26420213725,22289.90867170656,90.67287405336806,110.62199330987205,115.42722318303164
2025-03-31,5293.330974771021,47792.882871015536,22557.76131272828,89.9976872868749,112.33695874789933,116.8142852401599
2025-04-01,5336.731056289009,47401.36196929629,23122.503169251253,90.73557935961645,111.41669060872732,119.73877386296081
2025-04-02,5347.170573404264,47668.03412223786,22730.146146562685,90.91307296453984,112.04350231885284,117.70697183575962
2025-04-03,5427.536808532761,48125.437922367935,23019.931104118197,92.27946689153791,113.11862791788857,119.20760934233243
2025-04-04,5373.094291808573,47604.56833532525,23467.706534351248,91.35383034649533,111.89432626882162,121.5263929355104
2025-04-05,5349.3724448115845,47584.84555926191,22734.169138485428,90.95050937939966,111.84796797135289,117.72780470651603
2025-04-06,5320.584142787723,45748.29854340809,22259.05562123389,90.46104809020157,107.53117237408063,115.26745214066274
2025-04-07,5206.443118472649,45199.655133291846,21450.914359033686,88.52041217269105,106.24158847733452,111.08253136735308
2025-04-08,5232.172340713331,45076.22310974435,21355.472311975947,88.95786271345412,105.95146205464421,110.58828930342024
2025-04-09,5255.276719501143,44414.80173944326,21639.83666887456,89.35068543075887,104.39679406378413,112.06085648942667
2025-04-10,5258.307447305633,45298.16487302129,22233.686305604526,89.40221413631312,106.4731351826906,115.13607835621704
2025-04-11,5242.433631972257,44534.36096331611,22272.232982012014,89.13232610640685,104.67781748805388,115.3356904715551
2025-04-12,5133.755041090723,44312.55607147934,22934.054162848446,87.28456297133147,104.15646607571918,118.76289972004483
2025-04-13,5103.9295679174,44395.37122824247,22373.50399584091,86.7774676053645,104.35112273357572,115.86011756039451
2025-04-14,5080.243671387527,45176.520192124226,21696.46198879881,86.37475787133035,106.18720990095534,112.3540879932867
2025-04-15,5021.647332928303,44411.66608259148,21683.447179916166,85.37849767714566,104.38942371629207,112.28669142959022
2025-04-16,5012.009357137361,45044.88606433722,21842.022090550843,85.21463194960174,105.8778044687086,113.1078640001307
2025-04-17,5044.891961942638,45063.93089496912,21837.90475000497,85.77370494136214,105.92256925845417,113.08654254955374
2025-04-18,5190.148469299807,44546.68241795394,21033.965046082194,88.24336908815766,104.70677901241095,108.9233793443054
2025-04-19,5206.334815055101,44807.06854322619,21008.63677177231,88.5185707882866,105.31881544244126,108.79221809036457
2025-04-20,5229.0513859503935,44927.54204087421,20523.747959993707,88.9047999610719,105.60198786315557,106.28124463055994
2025-04-21,5225.8266888581375,44617.42507570014,20779.35289012016,88.84997337231579,104.87305931499071,107.60488250413454
2025-04-22,5078.032114801729,44668.18297478889,20924.78276911803,86.33715678819867,104.99236553117883,108.35798415869068
2025-04-23,5078.5515561938455,44475.048330713784,20579.150635781945,86.34598837726693,104.53840340876806,106.56814473039138
2025-04-24,5085.67906536833,44548.97511821007,20397.033291461157,86.46717092656849,104.71216799417189,105.62505879594339
2025-04-25,5276.130787567015,44916.30672607644,20016.305462340515,89.70524816363857,105.57557930566463,103.65347798997615
2025-04-26,5263.545028831682,45784.63783153466,20001.729113297228,89.49126396648009,107.61658770929319,103.57799506543867
2025-04-27,5289.984921566561,45118.298011091545,20353.61076821016,89.94079739063085,106.05035892323691,105.4001973415389
2025-04-28,5289.87554295222,46286.69952607902,20000.61669563584,89.93893772563422,108.79668149064436,103.57223446392321
2025-04-29,5199.788060191861,45216.317118836574,20190.07928307967,88.40726227579535,106.2807524002945,104.55335738765565
2025-04-30,5291.524500609407,45147.524058079725,20005.448334395765,89.96697345139711,106.1190546167722,103.59725487354874
2025-05-01,5353.853343838906,45479.801098099684,19727.938537061258,91.02669402595718,106.9000703223603,102.16018369554666
2025-05-02,5420.056306032223,45646.79848948639,19697.822921945986,92.15228271809383,107.29259694850768,102.00423142681363
2025-05-03,5348.832366050437,45319.40165502423,19338.645692044985,90.9413269119349,106.52305214439055,100.14424936548419
2025-05-04,5464.056456432158,45219.813765233266,19153.658250754193,92.90037721570648,106.28897125210726,99.18630077150749
2025-05-05,5351.891584401277,44965.85878394653,18748.332326000447,90.99334001630972,105.6920511974283,97.08733990686267
2025-05-06,5401.6794633168165,44661.33303238585,19418.86741391176,91.83983799247515,104.97626477200863,100.55967370527958
2025-05-07,5581.862390587144,45130.0637786964,19438.960969202413,94.90332425853282,106.07801430769304,100.6637272178011
2025-05-08,5501.717759886076,45336.94837764902,19201.901690487677,93.54069806985608,106.56429563792456,99.43612711073797
2025-05-09,5457.734464620938,44973.576583553804,19283.541232937714,92.79289014475472,105.7101918510994,99.85889356643469
2025-05-10,5468.621392198528,45472.567343237104,19252.265163029973,92.97799066242739,106.88306741371004,99.69693193820642
2025-05-11,5430.055936906363,45653.89349133136,19183.391093277907,92.32229733775098,107.30927371880684,99.34027087073034
2025-05-12,5306.4681273247525,46112.9135065381,19403.136849776434,90.22104633111489,108.38819822419615,100.47821373323636
2025-05-13,5314.578769996257,46475.1556245362,19675.4625682469,90.35894420417905,109.23964671237644,101.88843940743439
2025-05-14,5232.5506079174,46026.76610548875,19495.451354774188,88.96429404633409,108.18570914095676,100.95625997058737
2025-05-15,5272.338328633738,45731.174274753896,19301.18447832186,89.64076843721446,107.4909218567267,99.95025826660566
2025-05-16,5202.26176334167,46154.98899611994,19213.346128252797,88.44932039828535,108.48709647543176,99.49539158290673
2025-05-17,5325.810361586999,46506.89508743445,18424.934520939816,90.54990473027033,109.31425017883616,95.41263988132964
2025-05-18,5265.90138926672,46509.182337108876,17929.7931648092,89.5313270176247,109.31962634902904,92.84857411224088
2025-05-19,5243.0951771771015,46588.616699771344,18378.104994231573,89.1435737572255,109.50633646537966,95.17013542289867
2025-05-20,5309.696947749811,47316.88896598896,18929.621244544524,90.27594302514458,111.2181371899378,98.02613587815165
2025-05-21,5214.319048662733,46995.18822002675,18852.338250751556,88.65431944312601,110.46198101652058,97.62592960076493
2025-05-22,5234.716938234272,47317.81810932599,19055.52923004222,89.00112618839117,111.22032113722145,98.67814434335529
2025-05-23,5339.972131451375,47217.20567294788,19169.910097253905,90.79068440978735,110.98383205273919,99.27046017927752
2025-05-24,5213.883382402118,47108.03125692279,20239.971690661256,88.64691220634616,110.72721807315492,104.81172282781417
2025-05-25,5230.930215195774,47743.29823775341,20655.950640571707,88.9367439841638,112.22041028782151,106.96584987238589
2025-05-26,5253.937111716025,48230.518414265374,20616.65235062556,89.32790929922531,113.3656191470084,106.7623455623802
2025-05-27,5318.178803284172,48715.81946754139,20270.298200291007,90.42015229254768,114.50631711555974,104.96876720367736
2025-05-28,5222.163016916327,49493.60385203803,19692.269692392263,88.78768329385439,116.33449585405029,101.97547429386505
2025-05-29,5121.339503070416,49520.92660299936,19772.266494490876,87.07347288201427,116.39871785873466,102.38973389742665
2025-05-30,5163.995772196275,49941.03419743861,19510.989568105448,87.79871858985135,117.38617889207654,101.03672386321558
2025-05-31,5189.582184037122,49770.0759952815,19019.301572691817,88.23374105540678,116.98434239781925,98.49054115699988
2025-06-01,5211.676273629895,49978.612426061634,18805.556729186486,88.60938674533921,117.47450635141891,97.38367373466588
2025-06-02,5241.3657504688645,49915.55357849922,18446.9749298066,89.11416988945011,117.32628681052142,95.52677508173721
2025-06-03,5190.522559066794,49988.62753202268,19014.56158979242,88.24972939587825,117.49804681346296,98.46599538285291
2025-06-04,5211.20059116444,50360.637114693876,19323.919296681786,88.60129914946094,118.37245368394078,100.06798943327428
2025-06-05,5236.715083151645,49881.27192693159,19328.875736207552,89.03509882722382,117.24570794089442,100.0936561176811
2025-06-06,5183.220618011478,51148.68757260869,19851.509100930445,88.12558114011725,120.22476278236782,102.80008793493403
2025-06-07,5330.873042041371,50546.554554013164,19887.095502511842,90.63598087675307,118.80945179865365,102.98437040903991
2025-06-08,5371.427625730197,49825.24190891773,19586.73839971369,91.3254935405695,117.11400963260749,101.42898555529673
2025-06-09,5278.1283318105125,50532.627334644276,20131.567686405724,89.73921058976019,118.77671593143387,104.25035789010042
2025-06-10,5332.748009022657,51027.8446735099,20334.904185864074,90.66785923328494,119.94072208518547,105.30332620190097
2025-06-11,5257.448406982134,51425.322895898316,19963.3767265615,89.38760865580007,120.87499288010994,103.37938906984903
2025-06-12,5322.147981627214,51828.50494121633,19902.965628000184,90.48763661820301,121.82267048547682,103.06655309285733
2025-06-13,5417.302312453075,51836.43670957457,19597.23361424479,92.10545907262228,121.84131407174598,101.48333452046647
2025-06-14,5353.32270029436,51293.86200730847,19117.289619040876,91.01767197689009,120.56599464582607,98.9979675561739
2025-06-15,5433.358311168588,51355.90986848083,19443.64461435517,92.37844460070744,120.71183786770759,100.68798124962868
2025-06-16,5469.716790525107,50954.001571567744,20119.690406605583,92.99661472287626,119.76715420230465,104.18885196620948
2025-06-17,5539.898192819524,51565.52280118763,19621.24084400497,94.18984520990821,121.2045321343008,101.60765480855505
2025-06-18,5700.288742167295,51489.99536892081,19827.920129998256,96.91681969398441,121.02700524047876,102.67793358012933
